title,review_text,rating
BEST MOVIE TILL DATE!,"Dhurandhar continuously keeps you involved in its storyline, gripping your attention from the very first scene right up to the closing moments. Every sequence feels purposeful, thoughtfully crafted, and emotionally engaging. The pacing is remarkably smooth, giving you no chance to drift away or feel disconnected. In fact, the scenes couldn't have been executed any better-there is truly zero room for improvement in terms of visual storytelling and narrative flow.One of the film's strongest assets is its casting. All the actors, including those in supporting and side roles, are perfectly chosen and deliver performances that feel natural and convincing. Each character adds value to the plot rather than simply filling space. The leads maintain a strong screen presence, but what makes Dhurandhar feel so complete is how well the ensemble complements them. Their chemistry and timing elevate the film to a whole new level.The use of music deserves special appreciation, particularly the placement of the title track. It arrives at exactly the right moment, enhancing the emotional intensity of the scene without overpowering it. The soundtrack blends seamlessly with the film's tone, helping to build atmosphere and deepen the audience's connection to the characters.Visually, the cinematography in Dhurandhar is vibrant and immersive. Every frame appears carefully designed, making even the simplest moments aesthetically pleasing. The direction is confident, and the storytelling feels tight, with no unnecessary subplots or forced drama.Overall, Dhurandhar stands out as a complete cinematic experience-engaging, beautifully acted, and emotionally resonant. It keeps you hooked, makes you care about its characters, and leaves you with a strong impact long after the credits roll. It's rare to find a film that excels so consistently across performance, music, pacing, and visuals, but Dhurandhar manages to do it all effortlessly.",10
Strong performance,"This how spy films are meant to be, potrayed the characters realisticly and never felt any scene out of the box. Ranveer singh performance is energetic and engaging along with Sanjay dutt, akshay khanna and R Madhavan. This movie has set a benchmark for how the spy films should be unlike the movies we see where the whole movie revolves around female character and artificial patriotism.",10
"Stars, Action, and Unforgettable Moments","The story grips you from its opening moments, pulling you into a world where danger lurks around every corner and loyalty is constantly tested. Ranveer Singh delivers a powerhouse performance, effortlessly balancing intensity with vulnerability, making his character both relatable and formidable. The action sequences are meticulously choreographed, keeping the tension high without ever feeling overblown. Director Dhar weaves a narrative that is as emotionally engaging as it is thrilling, giving depth to each subplot while maintaining a relentless pace. The cinematography perfectly captures both the gritty underworld and the quieter human moments, making every frame visually striking. The supporting cast complements the leads beautifully, adding layers to the political and criminal landscapes. By the second half, the stakes feel monumental, and the climax delivers a payoff that is both shocking and emotionally satisfying. This is a film that commands attention and leaves a lingering impact long after the credits roll.",9
Great to Watch,"Overall movie was great to watch, this is what we expect from a spy movie not like those of Spy universe. This movie felt more like a webseries than a movie. Drama is the main USP I feel so, more than the Action too... the drama was very good. But but... talking about the negatives... this movie uses SOME of those typical elements that we often see in other Typical Indian Spy movies, also that typical Bollywood mark was somewhat there in it. Lastly, I would keep this in the ""Go for it"" category. #MOC.",7
Not worth the hype,"Dhurandhar arrives wrapped in loud promotions and sky-high expectations, but sadly, the film struggles to live up to the buzz. What promises to be a gripping, high-energy entertainer ends up feeling oddly hollow and uneven. The background score and cinematography are serviceable, but they feel more like noise and visual gloss than meaningful storytelling tools. Even the action sequences, which were heavily marketed, lack originality and fail to leave a lasting impression.",4
A Masterpiece Cult classic by Adithya Dhar and Whole Team,"The Story telling of this movie is insane , all the characters seem so real and extraordinary. Sir Akshaye Khanna , Ranveer singh, Arjun Rampal and Sanjay Dutt and all others has done a wonderful job. The Bgm is world class. The plot is so well presented. Definitely a pride moment for Indian Cinema.",10
"Outstanding , real , shocking. What a movie, every Indian should watch it. Cinematography, acting and the pace of movie is perfect. Bollywood should learn from dhurandhar.","What a movie, every Indian should watch it. Cinematography, acting and the pace of movie is perfect. Bollywood should learn from dhurandhar.What a movie, learn from dhurandhar.What a movie, every Indian should watch it. Cinematography, acting and the pace of movie is perfect. Bollywood should learn from dhurandhar.What a movie, learn from dhurandhar.What a movie, every Indian should watch it. Cinematography, acting and the pace of movie is perfect. Bollywood should learn from dhurandhar.What a movie, learn from dhurandhar.",10
"⭐ 10/10 ""Finally, a Spy Thriller India Can Be Proud Of!""","Dhurandhar is the kind of Indian spy movie I've been waiting for years. At a time when most spy films either become too loud or too unrealistic, this one strikes the perfect balance between intelligence, tension, and entertainment.What impressed me the most is how sharp and grounded the storytelling feels. There's no unnecessary melodrama, no forced comedy just pure, tightly woven espionage with a constant sense of danger. The screenplay is layered, the pacing never drops, and every twist actually feels earned instead of thrown in for shock value.The lead performance is outstanding. The protagonist carries the entire film with an intensity that feels natural, not exaggerated. Even the supporting cast delivers everyone has a purpose, and not a single character feels wasted.The action sequences are clean, gripping, and realistic. The background score elevates every moment without overpowering it. And the cinematography... absolutely stunning. It gives the film an international look while staying rooted in Indian intelligence operations.What truly makes Dhurandhar special is its respect for the audience's intelligence. It trusts you to follow the clues, understand the stakes, and stay invested. I found myself fully absorbed from the first frame till the last.After a very long time, an Indian spy movie has genuinely impressed me. Dhurandhar sets a new benchmark and proves that India can create world-class espionage thrillers without copying anyone.A must-watch.Pure class. 10/10.",10
"Part 1: Fiction, But Grounded - And Very Watchable","Is the 3 hour 40 minute runtime justified for just Part 1 of a spy thriller? The real answer will only come with Part 2 - but one thing is clear: the film remains consistently engaging. I've enjoyed many 3-hour-plus films in the past, so the length wasn't an issue for me. The pacing is taut, and the violence is relentless but not without dramatic purpose. Most of the lead actors fully commit, and that effort shows.The film is divided into chapters, but this choice adds little value. The narrative flows linearly, characters overlap across sections, and the chapter breaks feel more cosmetic than structural.Is it propaganda? Yes and no - and it depends on one's lens. The film is a highly fictionalized account that draws from multiple covert operations and real geopolitical situations: the Baloch struggle, Lyari's underworld, and ISI-backed militancy. Madhavan's character, clearly modeled on Ajit Doval, does push the familiar narrative of a weak UPA vs a strong NDA - just as Uri and Article 370 did - but it never derails the storytelling. This is a well-crafted film first, with strong direction and technical finesse.Performances are uniformly solid. Ranveer Singh is excellent when he plays it grounded - and though he stays mostly in the background here, his presence is central. Akshaye Khanna shines (as he always does), reminding us of his incredible range and how underutilized he has been over the past two decades. The biggest surprise is Rakesh Bedi, who balances humour and cunning beautifully and holds his own among heavyweights.The only disappointment in the cast is Sanjay Dutt. He seems disinterested, and his scenes feel flat - though capable direction and stronger co-actors keep them afloat.The music choices elevate several sequences, though the wedding ""item"" number could have been replaced with a slick retro track. The action is intense and impactful, but almost every gunfight is marred by excessive shaky-cam, which dilutes clarity and tension. And the final hand-to-hand combat sequence goes on far too long - clunky, old-school choreography that doesn't match the sophistication seen earlier. Interestingly, a much shorter revenge set-piece earlier in the film packs a far bigger punch.The ending provides closure while leaving us truly curious about Ranveer's past and his next move.Part 2 arrives in March - and I'm all in for it.",8
A journey that hits harder than expected,"Dhurandhar combines razor-sharp storytelling with breathtaking action, creating a cinematic experience that demands attention. Ranveer Singh's nuanced portrayal of a morally conflicted operative elevates the narrative, while the supporting cast adds layers of complexity. Director Dhar navigates the balance between suspenseful strategy and high-stakes combat seamlessly. Each fight feels purposeful, each dialogue carries weight, and the cinematography accentuates both tension and emotion. The score underlines the narrative without being intrusive, ensuring the film's long runtime never feels excessive. It is a masterful convergence of direction, performance, and technical finesse.",9
Nailed it,A great attempt at story telling using actual footage and audio from real incidents. Correct depiction of extremist ideology present in Pakistan. All the characters nailed their parts and many things and shots shown in teaser and trailer will be covered in the next part. A great movie just like Uri: The surgical strike.,8
Star-Studded Entertainment for Everyone,"The storytelling is immersive and layered, drawing viewers into a web of crime, politics, and personal vendettas. Ranveer Singh's performance is electric, balancing ferocity with quiet introspection, while the director's commitment to detail ensures the narrative never loses focus. The action sequences are grounded yet thrilling, blending realistic choreography with cinematic flair. Secondary characters, each distinct and purposeful, add depth to the storyline. Cinematography captures both the grandeur of cityscapes and the claustrophobic tension of alleyways and hideouts. The editing masterfully maintains suspense, gradually building toward an explosive second half. Every beat feels intentional, from the subtle glances between characters to the high-stakes confrontations. The film's ability to mix political intrigue with personal drama results in a rich, unforgettable viewing experience, leaving audiences in awe of its scale and precision.",10
Something New in Hindi cinema,I liked the movie which have actually like black Friday meets gangs of Wasseypur. The screenplay is not great but smartly written. The screenplay structure is very new as compared to other hindi releases nowadays it's not completely action but have really good drama which will engage the audience throughout. Aditya Dhar knows what he is doing as a director and completely in control of his direction with help of superb performance by akshaye khanna. They have not shown full potential of Ranveer in this part but i know he will explode in the next one and it's a request to bollywood don't forget to give work to Shashwat Sachdev this guy can do what Anirudh is doing in south exceptional soundtrack by him.,7
Blood wrenching Story telling,"Right story, much needed facts to be shown, but the way it was edited was a blunder for me. Was there a need to eloborate the blood wrenching scenes to give it an effect of the hooliganism? Was there a need to use foul language in every scene unnecessarily? Was there a need to show slow motion moves of akshay repeatedly? The first half was too slow and the 2nd half was too stretched with no suspense or thrill. Just pure violence in a glamorous way. A 1.5hr movie extended to 3+ hrs.",4
BEST SPY THRILLER MOVIE IN BOLLYWOOD TILL DATE,"Have not seen this kind of cinema made in bollywood ever, aditya dhar just killed it. The depiction of story was very interesting and realistic. Background music made it more interesting, never felt bored even for a minute while watching the film. The integration of real life footage of terrorist attacks was too much needed. 10/10.",10
Enthralling Movie,"It's one of the best movies made on espionage...well-researched and well-written, with great acting and great direction...Dhar's direction is a masterclass in tension-building, structured in chapters that mirror a documentary's urgency. The screenplay, co-written with the director, weaves real archival footage with visceral recreations, blurring lines between fact and fiction in spine-chilling sequences-like a red-tinted assault where haunting audio of victims' voices pierces the silence. Action set pieces are choreographed with brutal realism: no glossy CGI excesses, just bone-crunching hand-to-hand combats and sniper duels that leave you breathless. It's a film that prioritizes ""we will enter your home to kill"" over subtle and useless diplomacy. Ranveer Singh is subtle and layered...easily his best performance...Akshaye Khanna is charming and ruthless at the same time...Arjun Rampal looks like a demon...Madhvan looks uncanny like Ajit Doval...Rakesh Bedi is great in the role of a cunning politician...Sanjay Dutt is Sanjay dutt on screen which suits his character...Sara Arjun also plays her role pretty well...Danish Pandor, Saumya Tandon and actors playing khanani brothers are good too..",10
Go and watch,"Just watched Dhurandhar what a eye opening BLOCKBUSTER!From cinematography to music to the powerful storytelling, everything felt top-class.Aditya Dhar sir, I'm truly amazed by your direction.Would love to work with you in any capacity crew, logistics, anything. It would be an honour to assist you someday! 🙏🎬Anti critic ki MKC💀",10
Grounded Spy thriller. A must watch,"Right from the start story grips you the scenes are intense you'll feel like you're living the situation. Action is more grounded not like typical masala movies,cast is fabulous, cinematography is beautiful it feels like pakistan. Overall the best indian movie to come in quite a few years. And lastly BGM hits hard at right time. Great work done.",10
Entertainment Entertainment Entertainment,"A must watch. Not a single second of boredom with this much long running time not a single second. Acting 10/10, Direction 10/10, Cinematography 10/10, Action 10/10, Story 10/10. Everything was perfect. Really liked the movie. Red screen was cherry on top to show the original recordings and talk between the perpetrators. Really a wonderful film and a must watch.",10
Top Notch thriller.. Go for it,This movie is absolute banger. Best espionage thriller ever from Bollywood. Out of syllabus for Aditya Chopra's YRF spy universe. It defines how a spy movie should be presented. Each and every frame is so beautifully and perfectly crafted that you're glued to seats during the whole 3hr 30 mins. Each actor played their best. They felt more like characters than themselves. Screenplay is tight. Direction is top class and stylish. Music sets the perfect mood. Action sequences felt real. 10/10 for everything. Don't miss this one. This will be a benchmark movie in bollywood for spy genre and deserves to be watched in theatres. 1000 times better than YRF or Dharma productions crappy movies.,10
Highly stimulating Spy thriller: blown away Experience!,"Dhurandar( means hard working, loyal etc)
Let me just say.... I was blown away!!! Watching this movie.Show started at 7pm and finished at 10.30pm..Almost 3.5 hours and every minute was captivating!!! The story the characters.. the emotion the intensity and the graphic violence!!!When i watch a film i watch the finer details. I try to find the flaws ... however Dhurandar passed all the major aspects and exceeded my expectation and i hate yet excited to say i hardly found any flaws.The direction, the locations, the impactful scenes, the songs, background score.. was almost perfect throwing in the 90's pop hindi songs, the Baloch song made me gasp and smile and stare at the screen wide eyed!All the actors perfomed brilliantly blending into the theme and each of them playing an important role.... Watch out for R. Madhavan and Arjun Rampal!!!Ranvir Singh as Hamza is raw and intense.. his best work since Gully Boy and Padmavat... And Akshaye Khanna as the villain ... wow!! I am not surprised though... He is such a refined actor..
The raw vs the refined !!!! Based on true events and characters made it even more engaging and incredible to watch!!!!!No over the top scenes or useless song and dance.. this is such a well balanced and performance based film stimulating the mind.....
A Spy thriller that is simply quality cinema and has undeniably raised the bar !!!!!Cant wait for the sequel releasing in March 2026!!Wow i actually wrote an essay here!!!!Now i can finally breathe.",9
"""Not All Roles Need Loud Dialogues""","Subtle acting works best in espionage dramas, and Ranveer Singh clearly understands that restraint extremely well. His performance is rooted in control rather than exaggeration, which suits the genre perfectly. Espionage is not about constant loud dialogues or dramatic outbursts; it is about silence, observation, internal conflict, and calculated decisions. Ranveer sticks to this realism and plays his character with discipline, allowing the audience to read what is happening beneath the surface rather than spelling everything out.Akshaye Khanna adds solid depth and balance to the film. His presence strengthens the narrative and complements the lead performance effectively. The chemistry between the two feels organic, and their performances help maintain the serious, grounded tone the story aims for. Instead of competing for attention, both actors serve the film's intent, which is refreshing to see.The problem lies not in the performances but in how modern audiences often judge cinema. Many online reviews seem to equate good acting with loud dialogues, aggressive expressions, or ""mass"" moments. Espionage films demand patience and attentiveness, as much of the tension exists internally rather than on the surface. When viewers approach such films expecting instant gratification, they risk missing the subtle layers that make the genre effective.Online audiences, especially younger reviewers influenced by social-media hype, would benefit from watching such films with more observation and less overreaction. Not every role needs to shout to leave an impact. Quiet, restrained performances often require more skill and understanding of character.Overall, this film deserves appreciation for attempting realism and for performances that respect the genre. It may not cater to everyone's expectations, but for viewers willing to engage thoughtfully, it offers a controlled and sincere cinematic experience.",9
Akshay Khanna Shines While the Script Lags,"Dhurandhar is a mixed bag-a watchable drama lifted by powerhouse performances by Akshay Khanna and Arjun Rampal, but ultimately weighed down by pacing issues, a one-sided narrative, underwritten characters, and needlessly brutal violence. Ranveer's acting is also a letdown. Apart from a single emotional scene where he breaks down, his performance remains monotonous and fails to bring depth to his character. Watch it for Akshay Khanna's stellar acting, but temper your expectations regarding rest.",5
Damn it is a must watch,"3 hours worth of cinema, even the post credits, must watch, aditya dhar nailed it, yrf fans please stay away, 1000 times better than pathaan, tiger..ranveer, akshay, and sanjay dutt nailed it in every scene, all negative reviews are either paid or pro pakistani, just book the tickets and go, don't think much.",9
I am in DHURANDHAR FEVER....,"Greatest film of all time , surely best film in couple of decade. Story , action , dialogue all fantastic. I enjoyed it with my friends . I am sure you will also enjoy.Exceptional Performances The entire ensemble cast has been widely lauded, particularly the dynamic between Ranveer Singh and Akshaye Khanna.Dhurandhar is a must-watch theatrical experience for those who appreciate a bold, intense, and emotionally rich spy thriller.",10
Bollywood needs more films like this,"Bollywood needs more films like this where film makers aren't playing it safe with to get the flim PG rated, where they aren't playing it safe to get through censor board. Where not only the main protagonist but also the side characters get plenty screentime. We need films driven by story, not stardom.Also I one of the first thing I noticed about the film is that the music is great compared to the current bollywood standards.",8
"""Power in Restraint: Dhurandhar Is Intelligent Cinema at Its Best""","With Dhurandhar, director Aditya Dhar delivers a riveting, intelligent political thriller that stands among the finest examples of contemporary mainstream Hindi cinema. Controlled, confident, and uncompromising in its seriousness, the film proves that scale and substance need not be mutually exclusive.Dhar's direction is exemplary. He demonstrates absolute command over tone, pacing, and narrative intent, refusing to dilute complexity for easy gratification. The film thrives on measured tension, moral ambiguity, and disciplined storytelling, allowing characters - not spectacle - to drive the drama. Every frame feels purposeful, and the director's restraint becomes the film's greatest strength.The background score and music are near-flawless in their execution. Used with precision, the music enhances atmosphere without overpowering the narrative. Silence is treated as a storytelling tool, and the score steps in only when necessary, elevating key moments with quiet authority.Performance-wise, Dhurandhar belongs unequivocally to Akshaye Khanna. In a career defined by understated excellence, this ranks among his finest work. Khanna delivers a performance of rare control - internal, intelligent, and deeply absorbing. With minimal dialogue and maximum impact, he commands the screen through sheer presence, making power feel lived-in rather than performed. His portrayal adds gravitas and credibility, anchoring the film's emotional and intellectual core.Ranveer Singh matches the film's intensity with a committed, finely tuned performance, but it is Khanna's restraint that leaves the deepest impression. The supporting cast complements the narrative without a weak link in sight.Dhurandhar is cinema that respects its audience - its intelligence, patience, and appetite for complexity. It may not court instant gratification, but it rewards engagement richly.Verdict: A masterfully directed, superbly acted film that sets a new benchmark for serious Hindi cinema. Anchored by Akshaye Khanna's outstanding performance, Dhurandhar is essential viewing.",9
Best spy film of bollywood,"The film may feel slow in the first half to some people and all the love angle may feel uneccesary but the film covered all of its flaws in the second half and also the music album of this film is🔥.The film is not glamorizing ranveer singh as he is the main lead but instead each character feels like the protagnist of their own story akshaye khanna , arjun rampal and ranveer singh nailed it.Acoording to me the main showstealer was rakesh bedi as he overshadowed every actor with his presence and the film was successfully showcased his versatile acting.Aditya Dhar hats off to you man ! What a brilliant work behind the camera not a single minute felt boring at all the screenplay is so well written that 3 hour 30 minutes feel like blink of an eye.The style of this film highly resembled Quentin Tarantino's Kill Bill.",9
One of best Masterpiece in last 5 years in Bollywood.,"Okay, the movie was long, but I never felt that it was long while watching it since it was very engaging. Usually, I have a low attention time span but here I was rarely distracted.Akshay Khanna and Sanjay Dutt were the recipe that made it a masterpiece. And of course Ranveer was good as well.The sound and music were blended well in this movie. The action was superb; it had plenty of gore but nothing over-the-top. Basically, the depiction was as it should be.On a side note: Sanjay Dutt's entry was so damn good. It was perfect with that song. Anyway, I would give it a good 10 since it has been a long time since I watched a good Bollywood movie. The last one that came close was Animal. Animal IMO was a good 8.5.",10
Best,"""Dhurandhar"" is a must-watch for fans of the spy and action-thriller genres. It's a high-voltage cinematic experience driven by a gripping script and exceptional acting, particularly by Ranveer Singh and the scene-stealing Akshaye Khanna. While its length might require patience, the sheer spectacle and performances make it a ""paisa vasool"" (worth the money) entertainer.",8
Superb watch,"There are some very violent scenes. But the story, direction and actors are fantastic. A must watch. Akshay khanna was fabulous, Ranveer singh is too good. All characters in the movie are too good. The plot of the movie is thrilling and even if the movie is long you dont feel that. Even when it ends you are stuck to your seat. Waiting for the second part.",9
GOOD MOVIE,DHURANDAR overall was a well made movie with outstanding acting(as expected) by Ranveer Singh who carried the entire film on his broad shoulders. The acting by the balance of the cast ranged from average to good. Akshay Khanna who's an absolutely natural actor but who did not have a challenging role at all was brilliant with his facial expressions and body language. However his very short dance which has become viral was extremely ordinary and highly overrated. Sanjay Dutt and Rakesh Bedi were above average. The direction and screenplay were brilliant. However at 3hrs 20 mins the movie was definitely extremely long and should have been trimmed by at least 20-30 minutes. The songs were totally unnecessary. All in all worth watching only once!7/10.,7
Cringefest at best!,"The rule of thumb, never, to never go with high expectations! Let down is harder. For all its grandilosque statements, gut wrenching action, torture scenes bordering on savagery, the uniqueness of the plot (?)
An impressive cast is not enough.After a while, the characters were interchangeable. The mannerisms, abuses, dangling cigarettes ( lol), the sneers, were visible. For many Shades and face fuzz acted as a cloak for histrionics!The vote swayed between bulging biceps, swaying locks, sneery snarl, filthy mouths, beastly mannerisms!The person who stood out is Rakesh Bedi. He stole the show with his performance. A small but much needed human, comic relief came from him. As for the deeper insight into the politics of the two nations. It is lost in all the unnecessary violence. On a serious note, topics of national security, real threats to our country, need for more, more & much, much more were touched upon in graphic details. How can an average cinegoer, out for entertainment, munching on warm popcorn in the dark help in matters our government fails at is baffling? A documentary would have sufficed. They are planning a sequel; beware!",5
Most entertaining movie ever,Nice acting by akshay khanna and Ranveer singh.very good direction.very good dialogue presentation.best ever movie.watched 4 times in theater.Nice acting by akshay khanna and Ranveer singh.very good direction.very good dialogue presentation.best ever movie.watched 4 times in theater. Nice acting by akshay khanna and Ranveer singh.very good direction.very good dialogue presentation.best ever movie.watched 4 times in theater.,10
"A Controlled, Well-Crafted Spy Thriller Elevated by Performances and Craft","Dhurandhar is a rare Bollywood spy thriller that combines strong performances, tight technical craft, and an emotionally grounded storyline. The film's biggest strength remains its cast. Ranveer Singh delivers a remarkably restrained performance, portraying an intelligence operative with quiet intensity instead of loud heroism. Akshaye Khanna's sharp, calculating presence adds intellectual weight, while Sanjay Dutt's rugged authority anchors the narrative. In supporting roles, R. Madhavan and Arjun Rampal elevate the stakes with layered, convincing portrayals.The background score deserves special mention. Instead of relying on generic patriotic notes, it uses subtle percussive tension and atmospheric themes that heighten suspense during covert operations. The score never feels overbearing; it moves with the emotion of each scene and helps maintain a gripping tone.The storyline and plot revolve around cross-border espionage, internal betrayal, and a mission that tests loyalty, fear, and sacrifice. Aditya Dhar keeps the plot lean and focused, allowing characters to breathe without slowing the pace too much. The writing avoids unnecessary melodrama and sticks to mission-driven realism, though a few mid-act turns feel predictable. The buildup to the climax is strong and sets a compelling foundation for Part 2.Narration is crisp, with limited voiceovers that actually add depth instead of spoon-feeding. The film uses visual storytelling: silent glances, coded exchanges, and detailed operation sequences that make the world feel lived-in.The editing is tight and purposeful. Action sequences are cut cleanly, without shaky-cam excess. The transitions between narrative threads are smooth, and the film maintains momentum for most of its runtime. The second act slows slightly, but the well-paced final stretch compensates.Surprisingly, the songs are minimal and placed thoughtfully. Instead of disrupting the pace, they serve as emotional anchors during transitional moments. No random item numbers, no unnecessary romance tracks; the soundtrack stays aligned with the film's tense tone.Overall, Dhurandhar is a performance-driven, technically polished thriller that respects the viewer's intelligence. Its controlled acting, atmospheric score, sharp editing, and grounded plot make it one of the more refined spy dramas in recent years.Rating: 8.8/10.",9
Unapologetic script,"Dhurandhar wins you over with nerve.The storytelling is sharp, deliberate, and layered.Performances and background music is the star of the movie but the script is a solute cinema. Ranveer Singh delivers a controlled, intense performance that feels lived-in rather than performed. Akshay Khanna, Arjun Rampal, R Madhvan...all of them show what makes them an actor. Supporting cast leave an impression, even with limited screenThe dialogues are crisp, impactful, and grounded. No unnecessary hero worship, no loud moral sermons.This is not a mindless entertainer. It demands attention and rewards it generously.",9
Bestt,"It is one of great directions and super creative. What a story build up!!!!!!! All of the starcast did justice to their roles.... It is totally badass. I loved it so much. The best movie after such a long timea. Ready to watch again......
Also, the songs are amazing. Definitely waiting for its part 2 to release in 2026 march.",8
Dhurandhar,"Just nailed the show all of the characters, director, writer, music everything just like Animal 2023. Everyone should go and watch the film atleast once at a time...
The magic behind this movie is Real + Reel in a word... What if the fictional character gets into the real life?This mind blowing game had been played by Aditya Dhar. And also the music. Uffff...i can't sleep, its like playing the music like Gehra hua, Lutt le geya, naal nachna, Title track, Sararat all of yhrm.",9
Keeps you on the edge,"This is an excellent film-an out-and-out entertainer that keeps you on the edge of your seat from start to finish. The pacing is tight, the set pieces land well, and the narrative rarely gives you a chance to disengage. It has that old-school ""big screen"" energy while still feeling thoughtfully put together.It's a rare gem in contemporary Bollywood-very few movies are built to this standard of craft and consistency. The direction feels assured, the writing stays focused, and the overall execution delivers exactly what it promises: a gripping, high-engagement ride.Performance-wise, nearly everyone brings their A-game. With the exception of Sanjay Dutt, the acting is outstanding across the board. Akshaye Khanna, in particular, is in a league of his own here-he breaks all barriers and elevates every scene he's in with a controlled, high-impact performance that stays with you long after the credits.All in, Dhurandhar is the kind of movie you finish and immediately want to revisit-both for the entertainment value and to catch the details you may have missed the first time. I genuinely can't wait to watch it again.",10
"A must watch, What a brilliance !!","The movie overall is an absolute brilliance, and the story overall is very well developed for the upcoming climax or plot. The film starts from an intriguing point which perfectly lines up on what will happen next in the story. The character portrayed by R. Madhvan in the Film (Ajay Doval irl ) is superb even though it doesn't have enough screen time. The main story which starts after the unfortunate events that happen. The story is developed very well, and I accept the story does develop slowly in the first half. However, they made sure that there are no holes in the movie which led to a smooth storyline to take place. We then see Akshaye Khanna's character, and everyone falls in love with his acting and especially the dance. Akshaye Khanna was very closely representing Raheem Baloch also when it came with the dialogue delivery. It felt I was the one facing him. Going to the next character which was portrayed by Arjun Rampal which received very less of screen time as he will be in the part 2 as a main villain (Theory). The character of Major Iqbal had no difference between the Reel and Real version. Next, we have SP Chaudhary Aslam acted by Sanjay Dutt was a gem and the casting for this role couldn't be offered to anyone else as Sanjay Dutt slayed in his role. Whenever he is on the screen the audience will feel a sense of laughter and this character added the life into the movie to lighten the mood from serious to a bit less serious. However, Aditya Dhar is a mastermind as he used red background followed by black text for that one particular scene released a feel of anger in my body for what the Pakistanis have done. Finally, Ranveer Singh's performance was very lively and engaging and it felt too real with all those emotions. The acting of Ranveer Singh was eventually foreshadowed by the eye-catching performance of Akshaye Khanna. The only thing that concerned me in the movie was some scenes which could have been a bit disturbing for some people to watch even if the movie is A rated. However, this movie was really different from all the other spy films as there are almost no romantic scenes focusing on its main plot and climax. I personally enjoyed the movie.",9
Amezing,"One and only best spy movie in Bollywood
Because it does not have the story of Tiger and Zoya real and jenuine spy movie ever.One and only best spy movie in Bollywood
Because it does not have the story of Tiger and Zoya real and jenuine spy movie ever.Best music best camera angal best starcast and ofcourse akshay khanna.",9
Good movie with dull ending,The movie is good.The ending was very dull. There is no closure. They are kind of forcing you to watch the next part.The ending was very dull. There is no closure. They are kind of forcing you to watch the next part.The ending was very dull. There is no closure. They are kind of forcing you to watch the next part.,6
Bollywood's Finest Spy Thriller in Years,"Aditya Dhar, the man behind the tectonic shift in Indian war cinema with Uri: The Surgical Strike, returns with Dhurandhar-a film that swaps the ""How's the Josh?"" adrenaline for a cold, calculated, and often unsettling look at deep-cover intelligence. Clocking in at a massive 3 hours and 34 minutes, it is an epic that demands patience but rewards it with some of the best technical craft and acting seen in recent years.Film is monumental achievement in Hindi cinema - a nearly 4-hour epic that feels gripping from start to finish without a single dull moment. Ranveer Singh embodies Hamza, the undercover Indian agent infiltrating Karachi's deadly underworld to dismantle the ISI-terror nexus, with remarkable restraint and depth. But the real standout is Akshaye Khanna as the charismatic yet ruthless gangster Rehman Dakait - his swag, menacing presence, and razor-sharp dialogue delivery make him the undisputed MVP.Dhar masterfully weaves real historical events (IC-814 hijacking, Parliament attack, 26/11) into a fictional Godfather-style mafia saga set in Lyari's gang wars. The world-building is immersive, the cinematography stunning, and the intelligent scripting trusts the audience with complex moral ambiguities and high-stakes espionage.Dhurandhar is a rare beast: a high-budget blockbuster with the soul of an indie thriller. It is a masterpiece of tension and a testament to Ranveer Singh's versatility. It doesn't just ask for your attention; it commands it.Bottom Line: If you have the stomach for its length and its grit, Dhurandhar is the most important Indian film of the year.Rating: 10/10 - A game-changer for Bollywood, it's a theatrical must-watch. Can't wait for Part 2!",10
Awesome,I LIKE THIS MOCIE A LOT AND I THINK OTHERS TOO BUT I THINK A BIT MORE ACTION AND SOME MORE AWESOME DIALOGUES WOULD ME BETTER AND OVERALL THIS MOVIE WAS FIRE I RECOMMEND WATCHING THIS ANYONE WHO IS THINKING WHETHER TO WATCH THIS OR NOT WATCH THIS IS A GOOD ONE YOU MIGHT NOT LIKE THIS BUT TRY THIS AT LEASR ONCE.,8
Awesome Movie,Movie was good. Everyone is talking about Ahsyan Khanna. But the best acting was by RAkesh Bedi. Cutting 2 points because the last chapter was boring. Kya chal ra tha kuch samjahn nahin aaya. This could have been done better. Over all the movie was good.First 2 hrs were gripping. Some scenes are very voilent.,8
A Ranveer Vs Akshaye khanna show 🔥🔥🔥🔥,"Positives::
1. Magnificiant Visuals
2. Great shots
3. Excellent actors
4. Killer music ( retro blends also)
5. Good screen play.Ranveer was like a roaring lion with calm body language and akshaye khanna is like a cheetah with anger .No need to feel anything bad about ranveer and sarah pairing .The maker knows what all this for and he gives us points about the thoughts we had about their age .its part of the character and movie. Overall the movie a decent watch with 3.30 hrs.if u love spy action movies and have some patience to watch entire movie. Ranveer says ""Hold my beer""
Negatives::
1. Ranveer gets beaten up like a boxing bag and he spits blood like water but he Didn't need a medical help for recovery
2. Some violent scenes were forcefully displayed.",9
